TotalCharge,Income
-0.7271847685019578,1.615914293886249
-0.5132275851530362,0.2214430311952515
-1.319982841888888,-0.9158697408621315
-1.460516682622311,-0.02626270422402633
-1.467285132732962,-1.377325066425758
-1.2271248095022032,1.4554621981165012
-0.7418964698235175,-1.0531112359357022
-1.0506305018396682,-0.07612994138352752
-1.074983365568813,0.5293172944540265
-0.9926762505841046,-0.05348140777472659
-1.1348567688408733,-0.06965968314063432
-0.9840664465495741,-0.9244196122648687
-1.1023610455758304,-0.9494713946677296
-0.9748078052668033,-0.28472169818083454
-1.1729671214027733,0.03743706356367317
-1.3834114114150422,2.222180962526797
-1.0858442777912958,-0.5694298913236546
-1.141071445430067,-0.8115387990144838
-1.1985999573540318,0.7445153556763241
-0.8529268582805036,0.7561129420656338
-0.8151952167907399,-1.1151588140067965
-0.9308785345019114,-1.0592936232623535
-0.8629362601925479,0.600677724577971
-0.7325371770118956,-0.27393407746328974
-0.46422258028135827,-0.8963993582701616
-0.7784256308017948,0.5077802721783404
-1.0040262094634609,0.4749643902647015
-0.4556533296641502,1.273705550737898
-0.6917301194330693,-0.5908354256656124
-0.8553265479738227,-0.29736347408119074
-0.793135196163884,4.439544738723683
-1.2172952469383171,-0.48441855923730187
-0.38917637904894037,0.14282061015012548
-1.0375971009741614,-0.9287064695388952
-1.1444833923222704,-0.1806635499663616
-0.9877919492649312,-0.532063474999553
-1.3846765098923264,2.8795971386565626
-0.8704769529882427,-1.3474369825031318
-0.7340780523031789,-0.9617842754165206
-1.1189700742423285,-0.9618344161485822
-1.1608872835696378,0.4931532037959345
-0.9366214626329504,0.44844590379041477
-1.1160518045946761,-0.40375334165377574
-0.7325856060057842,-1.2802743484927688
-0.5449785928705799,-1.0548335525502957
-0.7461470741182263,0.8282440667984702
-0.8066216947132462,-0.9714165554897076
-1.4035807006241976,-0.19022885885196963
-0.7546889737216685,-0.3950348150613767
-0.6366842528780872,0.5727423241298296
-0.6663297324703196,2.1272540376993843
-0.9621186754775798,0.8337002900964522
-1.1787402827398292,-0.7582241235498761
-0.9737427838606063,0.016814846672245053
-1.113469809361643,-1.296568333240357
-1.2111580868271574,-0.8357690448074114
-0.7794181474604999,-0.38899057772376255
-0.9590027004673268,0.32997878184627955
-1.1695666757602334,3.2424382670965506
-0.7753381750013078,0.23774858688100795
-0.4299703901671397,-0.4874059650916046
-0.8540845483135576,-0.6231590167553732
-0.7193418009780498,0.7746699218113059
-0.3786675992609816,3.0983779830970835
-1.3686850037579736,1.3953890428582683
-1.0530418542294482,0.33798201407919765
-1.2284666433669094,-0.5079044080080833
-0.2938670004150748,-0.3913843593865942
-0.8038935543537827,-0.486563039777785
-1.1268403840655448,1.9055562649370383
-1.1702147883325098,-0.4036705919141496
-1.248053466472997,-0.7763130062514759
-0.771245212954792,-0.2868255051204844
-0.4678938552191492,-0.44363520980871884
-1.3185356272966833,-0.4038609864421878
-1.0162028754717545,-0.6053446808593977
-0.9350024681900785,-0.5174802359283899
-1.117885050862219,3.3239355403247077
-1.2139109629457376,1.9673170239953601
-0.7425988409032901,2.167432542632818
-0.7719760908606277,0.2805235402124595
-1.1310558723059383,-1.180264626099162
-1.0158467210856315,-1.123099983934995
-0.9693585052872242,2.0800859848434534
-0.5202166394694332,-0.4653173947632405
-1.013360387207724,0.45865673077200547
-0.7647777368248647,2.595933836293769
-1.101790290328069,-0.7749672710790799
-0.7458025957295786,1.1594520034593918
-1.1040417865387209,0.28701308335229964
-1.3025426630959451,0.3982599398795565
-1.4214474227721343,-0.21006495321694862
-0.7498878748349108,0.46232682197822467
-0.8502336069407971,-0.48179581325253823
-1.0550725513056927,-0.2602063865475842
-0.9614688090060086,0.3340668293645091
-1.2009868326664945,-1.203314986833436
-1.14656001596705,-0.5531180242170791
-1.006638176927433,0.2040434959008772
-0.6489896172096545,0.8128890812149456
-1.0933140807661248,0.18459450201279382
-1.0005933900688768,-0.9268291724797476
-1.0710258275723643,1.3769144622177327
-0.3811101650039526,0.12751962227805191
-1.4462334404604926,-0.6069341070023032
-0.7888606193130985,1.1795850852373515
-1.371837184129766,-1.251820008999514
-0.3013863285708511,1.6644834821639867
-0.953609467474564,0.09187692510650353
-1.1813482732004583,-1.0448488848147173
-0.9056572814748948,-1.4056458141783448
-1.1076613388762333,-0.3285443473682318
-0.9027663619236971,-0.40836278265854875
-1.14208719987846,-0.5367433935368041
-1.2491535695343337,-0.06189207728495701
-1.0535437781030053,-0.8582664549510475
-1.3269802093393634,0.3283988228346023
-1.0388667832562444,0.07175821934263138
-0.8982308939287895,-0.7923292884830305
-1.32151655343721,-0.281816691431668
-0.8737126022713969,-1.0963076519240638
-0.7077610103300886,-0.03834872445782485
-1.3045532893999259,-0.16593549885085257
